review,rating,recommended,sentiment,review_length,sentiment_score,purchase_label
"I purchased a Echo for home so added a Tap for my office at work, so I can chat with Alexa at work and my main reason was for a decent BT speaker for my office. This has great sound streaming my Prime music and XM vis the XM app. Can't go wrong. Quality music and Alexa when I need some help with spelling hard word's, she getting smart. Pick one up. You have a woman to talk to when the wife is out.",5.0,True,positive,84,1,1
It's not bad for the novelty of Alexa. Might as well get the echo. Sound it not bad and I'm no audiophile. Might be good when my echo dots come in. Is it worth it? There are better Bluetooth speakers out there.,4.0,False,positive,42,1,0
Great outside speaker and alexa is really great to use.,5.0,True,positive,10,1,1
I prefer spending the extra $70 or $80 to get the echo,4.0,True,positive,12,1,1
"Fantastic sound from such a small speaker, excellent! Not as impressed with its other potential capabilities- more difficult to set those up & get all the various apps needed to do things like get weather, order items, etc.. Wish it came with more pre installed I guess.",4.0,True,positive,47,1,1
"It takes me a few tries to figure out how to connect to internet and then change it to blue tooth when needed. Overall , once it's set up it's super easy to use. Works best if you have Spotify premium. Voice recognition is good and it improves over time. Sound quality is good. Battery is really good.",4.0,True,positive,58,1,1
Plays all my iPod music via Bluetooth. Also plays radio stations you can't get on a regular radio. Very practical and fun.,5.0,True,positive,22,1,1
"I love it hut I think I should have got the bigger one, but its entertaining",4.0,True,positive,16,1,1
Brought this as a gift for my sister and she absolutely loves it! Great product for the price.,5.0,True,positive,18,1,1
"I was looking for just a Bluetooth speaker to add to my laptop for better sound. When I first listened to Amazon Tap I was so impressed with the sound quality.....then add in all the features it was a no brainer for a purchase! Sound quality is off the charts, Alexa learns more every day, and so do I! If you are a Prime member, this is a must! If you aren't...then you really should be!",5.0,True,positive,76,1,1
I live in a small apartment and this fan kept the whole place cool.,5.0,True,positive,14,1,1
"I should have done some research before buying the Tap. I would have rather had the upgraded version that is voice activated. Also, I thought it would be more like Siri where you can ask anything. Alexa's answer to most questions is, ""I don't understand the question."" The Bluetooth speaker works fine.",2.0,False,negative,52,-1,0
"If you want a certain level of privacy and at the same time a speech enabled assistant, then this is the product for you. The Tap only listens to your, when you push the ""button, otherwise it is deaf to its surroundings. You get the awesome power of Alexa, provided by Amazon, and no worries about anyone listening to you surreptitiously.",5.0,True,positive,61,1,1
I love using this as a speaker for my MacBook. I keep it in my office and use it daily!,5.0,True,positive,20,1,1
Love the tap. The speaker is nice. Likenit has a charging cradle it can sit on. Easy charge.,5.0,True,positive,18,1,1
This is a great piece of hardware...I love it. really good all around..,5.0,True,positive,13,1,1
"Great sound and portablebility. Nice style, lithium battery, requires wifi and there are internet radio stations and news. Amazon has features available as well. I use mine a lot.",5.0,True,positive,29,1,1
"Amazon has been the leader in this space of voice recognition and with the AWS engine behind it, there's a lot of opportunity for development, both from the community as well as Amazon. Naturally they favor interaction with services they sell, so others will need to build links to others, but the development environment seems to support a lot of innovation already. The price of this TAP was outstanding, adding it to my existing ECHO and now considering a DOT.",5.0,True,positive,80,1,1
"Best Buy was running a sale on these and I thought I'd give it a try. I wasn't expecting much but was pleasantly surprised. I'm an Apple guy so Siri has been my ""go to"" virtual assistant. I must say that I am duly impressed with Alexa. She seems to understand me better than Siri does. All the Skills and the ability to play music by just asking is really great!The fact that this is all available in a portable device that I can take with me everywhere I go is so useful. The Tap remembers both wifi and cellular hotspot connections so I can use it anywhere. Unlike its non-portable brother the Echo, you push a button to issue commands to Alexa. On the plus side, you don't have to say Alexa. On the negative side you still have to push the button. I understand why this has to be the case as it would not last long on battery power if Alexa was listening all the time. Amazon should issue a firmware update to allow Alexa to listen all the time when plugged in.The sound quality is good, not great. Other speakers in the $129 category sound better. But none have all the convenience of Alexa, Bluetooth, Wifi and portability in one package.I'll be buying more as Christmas gifts!",5.0,True,positive,221,1,1
We really enjoy our Alexa. I always have it for music. Lately we been movie times. The kids like to ask it silly questions and they can't get enough of it,5.0,True,positive,31,1,1
"I bought one for myself and a couple as gifts, it's cute but still haven't figured out what's so great about it. I will say that it does pick up your voice throughout a huge room.",3.0,True,neutral,36,0,1
It's nice and portable and works well on the go. Wished it had the option to be able to use voice commands without pushing the button.,4.0,True,positive,26,1,1
I returned it because I wanted better sound...opted for a bose soundlink. Decent speaker with nice amazon prime/Alexa features...just not the sound I was looking for.,3.0,True,neutral,26,0,1
This was a gift had no plan to purchase one. But very pleased with the portability and the sound quality,5.0,True,positive,20,1,1
Omg I am so enjoying this. Sitting around the back deck with family wishing we have music that doesn't require plugs or wires. Saw it online deals of the day read the reviews and ordered on he spot and drove a half hour drive to my closet Best Buy. Play it now everyday.,5.0,True,positive,53,1,1
The tap is a great product! Access to Alexa in a grab and go format!,5.0,True,positive,15,1,1
"I have missed my Pandora since I moved from Ft. Worth, TX to Colorado a few months ago. My nephew had the Amazon Tap and I was amazed at all the things his kids were having fun with it ( saying.. ALEXA.. tell MIMI (their Grandmother) to GO TO BED.. AND IT DID!! And the sound and quality of music coming from it. Awesome. :) I had to have one, so I went to local Best Buy and bought it. I even set it up myself (I'm 65 so was impressed with myself! LOL) but I have listened nonstop to 60s music or music from DIRTY DANCING (which I loved). I have ordered a little case from Amazon.com to keep it if it tips over or just to carry from room to room, which I have been doing. I feel like I have a new found friend.... love listening to this little cylinder who is as good as BOSE in my book! Get it, you'll love it! I DO!! :) VERY VERY pleased with it! Weather updates here or where my kdis are. Just checking. :)No interruptions or commercials when listening ALL DAY LONG!",5.0,True,positive,194,1,1
"Amazon Tap is a great device. The device has very good audio quality despite it's small size. The biggest difference between this and the larger Amazon Echo, is that you have to press the ""microphone"" button before the device will listen to you (which is great for people who are concerned that the Echo is always listening to what you say). So far, the battery life has been great. With the Alexa app, it is very easy to connect this device to different Wi-Fi networks.",5.0,True,positive,85,1,1
Love that it's 'interactive' as long as I'm connected to the wifi or via Bluetooth to my phone! The sound is pretty good - tends to get a little 'tinny' sounding if you turn it up too loud. But overall a good sound. I'm still trying to find Alexa's limits on what she can and can't do!!,4.0,True,positive,57,1,1
"I really haven't had a chance to use this much yet, but it seems like a coll little gadget.",4.0,True,positive,19,1,1
We love our Amazon Echo but it is hard wired to kitchen. Because of where we live AM reception is poor but through an Echo or Amazon Tap I can listen to some of my favorite stations through iHeart Radio and the Tap is portable.,5.0,True,positive,45,1,1
"More than you average portable bluetooth speaker. Can stream from amazon, spotify, pandora, etc. As the namesake says, give it a tap to ask Alexa any questions, add to your list, order something on Amazon, etc.Battery life is good, and speaker is decent, but can't compete your UE or JBL.",4.0,True,positive,50,1,1
"Love having the wireless tap to use anywhere. It's small, sound is good. charges up quickly. Bough the sling to protect it outside.",5.0,True,positive,23,1,1
"As a bluetooth speaker, the Tap rocks! The sound quality is excellent, plenty loud when needed, and excellent quality with no stutters in streaming. I bought this one instead of the Echo because it is portable, and I can lug it from room to room. The charging stand is very convenient, and the Tap stays there most of the time. Having to press the button to activate each of the voice commands is not an issue for me, but is something to consider. (If you want hands free use, you may want the big brother Echo device, which is hands free, but tethered in place by a power cord, so not portable). The feel of the Tap with the black fabric cover is nice, and will not slip out of your hand. The fabric is like tough upholstery cover, so it won't stain or be easy to damage, but is quite attractive. I am glad they did that, as bare plastic would be easy to drop. I found it easy to pair with bluetooth and wireless, and it works as advertised! I mostly just use it for playing music and asking Alexa silly questions for fun! I occasionally use it for shopping lists, which shows up on my phone, and checking the weather. Who knows what the future holds,when I have time to sit down and really learn all that it can do? I understand that Amazon plans to add more Alexa skills all the time, and if one got into smart house control with compatible products, the Tap would eliminate all remotes, which I already have too many of. I think it is a really fun, cool item, and I am glad I got it! It is so much fun to use voice commands instead of typing, especially the tiny smart phone typing ! I could get used to this! I have the Alexa app on my phone, which allows certain voice commands to show up on my phone, like shopping lists, to do lists, calendar. The Tap can also check traffic, weather, movies, etc directly through Wi Fi, no phone needed. However, the Alexa phone app actually helps you figure out what you can do with the Tap. The Tap can read Audible and some kindle ebooks to you as well! BTW, I haven't had any problems having it understand me, which is amazing, since I grew up in Texas and expected a problem with my accent. Obviously, this item is ideal for people who are Amazon Prime members, so you can stream Prime Music, although it also streams Pandora and other music services, and does many things without any connection to Amazon. I guess the most unique thing about the Tap is its ability to stream wi fi music directly, without a computer or phone driving it - that and the voice control. I have paid more for smaller ""just"" bluetooth speakers, so to me, this was a super deal, and continues to be a source of fun and entertainment!",5.0,True,positive,503,1,1
Product is great. Does a good job at interpreting voice commands. Every once in a while it would have a problem with the wifi connection.,4.0,True,positive,25,1,1
"When I purchased the Tap I thought it was a portable speaker for the echo. It's actually it's own device. Yes, it's portable, can operate wireless.It does work with the same ""alexa"" set up. The Echo operates with no hands…you can simply speak to Alexa. The tap has a microphone button you need to hold down to speak to Alexa. Great sound quality. Rechargeable base unit.",5.0,True,positive,66,1,1
"We have bought two Taps, one for ourselves and one as a gift for our son. We love the portability of the Tap. It's perfect for our deck. Our grandchildren love it, too.",5.0,True,positive,33,1,1
It is great to take my Tap on the road. Easy to use and sounds great.,5.0,True,positive,16,1,1
I was not overly impressed with this system. I didn't realize you have to buy Amazon prime in order to use the functions. It didn't connect easily to my phone. It wouldn't just stream music saved on my iPhone. I had to download a music app and then load my music into the app. It wouldn't work. Way too much work and added expenses in order to use. Wasn't happy with that so I returned it and purchased a jbl portable Bluetooth speaker.,2.0,False,negative,83,-1,0
The kids love it. They ask it silly questions which to my amazement it has an answer. I really like for the music aspect. Just tell it a song and it finds it,5.0,True,positive,33,1,1
I like the Amazon Tap. I use it as a speaker in my garage for working out. It is tied to my Amazon Echo. I am able to use Alexa and Amazon Prime material. Would highly recommend.,4.0,True,positive,37,1,1
"Speakers has an excellent quality, despite the small size.The only disadvantage is the Amazon Echo feature, not present in this one, which you can just ""call"" Alexa and she will answer you. In this one, as the name says, you need to ""tap"" the button to wake Alexa up.",4.0,True,positive,49,1,1
Love all the features that come with this speaker. Alexa function by tapping device is a nice change of pace from the always listening echo and dot! Above avarage sound on the go and got a great deal on it!,5.0,True,positive,40,1,1
"Do you spend lots of time on Amazon? Do you like listening to music anywhere in your home? This is the device for you. Even after a month of having the Tap, I'm still learning what all I can do with it verbally. Play genre of music in the HUGE Amazon library. I even have ordered items directly from it. One last feature I want to share is that it provides accurate weather information; current and forecast up to a week.",5.0,True,positive,81,1,1
It's a nice item but really there's other things that do the same thing. So we actually returned it.,5.0,True,positive,19,1,1
"This device can be a very load speaker, I mean really LOUD. It also can access AMAZON prime service without a computer. I like this little Tap.",5.0,True,positive,27,1,1
"Much more than a Bluetooth speaker. It is great to listen to music from Pandora, Amazon, etc with it streaming directly from wifi. Saves the battery on my phone. As others have said I wish that it had an option of having the voice activation on all times but I guess they didn't put that in to save battery life. Maybe something for the next generation TAp",5.0,True,positive,67,1,1
Want to try one and Best Buy put up the best price. Th tap is good for usage on the wifi network. Use it to play music outside around the house.,5.0,True,positive,31,1,1
"Seriously a flawless, portable, smart, multipurpose gadget. Add this to the incredible Flash Sale price and I'd have been a fool to pass it up. Fast charge, balanced tuning, easy to pair and did I mention highly portable? The cradle is a sweet design too. The only beef I have is that YOUR BLUETOOTH IS PAIRED screaming at you when syncing. Own one of these-",5.0,True,positive,65,1,1
I have the Echo and I just love it... I bought the Tap for my daughter for Christmas so she does not know she has it yet.,5.0,True,positive,27,1,1
Tap is a nice bluetooth/wifi speaker that is portable and can give you information when you ask it questions.Can Sync with your phone via using the Amazon Alexa app.,5.0,True,positive,29,1,1
"The Amazon Echo Tap is a nice & interesting device...but it did not fit my needs. I also have the Amazon Echo and absolutely love it. So what's the difference? A. You have to walk up the the Tap to touch it - this is not as convenient and not as fun as the talking to the Echo from across the room. B. The audio quality not very good - more like a small bluetooth speaker. C. The Tap is fine around the house when it's connected to the home wi-fi, but when you are out of the house it must connect to your cell phone or other wi-fi?? That is not going to work very well.",3.0,False,neutral,117,0,0
"Family is using and loving the Tap more every day. Great to find out quick information like weather, general questions and sports scores. The battery life is awesome only having to charge it every two-three days depending on usage and we use it. Excellent wifi connectivity and seamless Bluetooth connection. Use it all over the house.",5.0,True,positive,56,1,1
"easy to use , sound is great, i use it any where in the house",5.0,True,positive,15,1,1
"Love it, take it with me everywhere, Not all of us are computer/technical savvy. Need better written, printable instructions on how to use. Step 1, step 2, etc.",5.0,True,positive,28,1,1
"I love everything about it.... it is portable, sounds better than most portable speakers, and Alexa rocks it. Only thing that kept it from a 5 star rating is that you have to manually activate Alexa. Wish it would work like the Echo and Dot, while it is on its base.",4.0,True,positive,51,1,1
I have the have the Echo and this portable speaker is a great addition to my automated home. Especially if I'm working in the garage and want to listen to music,5.0,True,positive,31,1,1
"Tap is a versatile device that serves as a music repository with on demand playback features and surprisingly high quality sound. AI app Alexa responds to commands and requests for information promptly with some occasional minor glitches. Overall a handy and very portable device for quality music playback and as a knowledge base access tool,",4.0,True,positive,55,1,1
"We already have an echo so I didn't think we needed the tap and procrastinated getting it. Now we use it everyday -- mostly to stream Amazon prime, TuneIn, or Pandora channels.It is funny how the latest technology sometimes brings us back to where we were when I was a kid -- having a ""beat box"" to carry around room to room and outside. We use the tap as a 2016 version of a ""beat box"" that is much smaller, rechargeable, and way easier to tune! And with side benefits of controlling our lights, HVAC, and with Alexa onboard ready to answer the random trivia questions.The sound quality could be a bit better, but surprisingly good. Adjusting the volume isn't as easy as it should be. The battery lasts a long time and its a snap to use a bluetooth speaker as well.",5.0,True,positive,143,1,1
Great Speaker but I really don't need the features. I just need good sound and don't really use anything besides that,3.0,True,neutral,21,0,1
I recommend this speaker Easy to work great sound,3.0,True,neutral,9,0,1
If you are a Prime member its a good little speaker to have. Need WIFI or Hotspot.,4.0,True,positive,17,1,1
just okay! Product was for my girlfriend. Doesn't appear she uses it much except to steam music. Most of the questions I ask it I get nothing. I like Siri better.,2.0,False,negative,31,-1,0
"I was an early adoptor of the Amazon Echo, when I heard they were releasing a mobile version I wanted it. It wasn't until we spent a lot of time cleaning our old home before moving that we realized how usefule this lil guy was, just set it up to your phones wifi hotspot and you have a fully function Echo. I would buy this again if I didn't already have one.",5.0,True,positive,72,1,1
"It's so fantastic to just ask a device to turn on lights, or play music. So convenient. Love this!",5.0,True,positive,19,1,1
This speaker's forte is it's drop and charge ability. It does connect with no issues to whatever you have it paired with. The sound quality though is ok...Def not very loud and lacks the lows. But for a small portable speaker which is not expensive I would recommend it.,4.0,True,positive,49,1,1
i got to say that love it!! makes it easier to play music without pairing any device to it and perfect sound for my needs.,5.0,True,positive,25,1,1
"This is great for the beach or by the pool. If you already own an Echo, this is a great addition to the household.",5.0,True,positive,24,1,1
Good product but requires hands on to operate. Good if sitting close but not if you're mobile. Wold be great if portable and hands free. Returned it and ordered the Dot.,4.0,True,positive,31,1,1
"Amazon Echo is great. But it is stuck at home. Amazon Tap on the other hand goes everywhere. In the short time we have had ours, we have brought it to Sweden, Portugal, the lake up north and friend's houses. It has served as a music host at card games, answered questions and added things to our shopping list. It is easy to set up Amazon Tap to a wifi network using the Alexa app on your smartphone. You can also easily pair several devices to the Tap via Bluetooth. What really makes this device great is that the cloud based software is continually updated. New skills and capabilities are made available on a regular basis. Amazon really hit home with the Tap as the voice interface is so easy to use, and the portability makes it a great.",5.0,True,positive,139,1,1
"bought as a gift for my daughter. actually sounds better and easier to set up than expected. the personal assistant feature is really amazing, instant response to requests for information and music.",5.0,True,positive,32,1,1
good speaker. 8 hour battery. Good price. Excellent quality in how it is made.,5.0,True,positive,14,1,1
I wanted to get a portable Bluetooth speaker that I could use while out as well as at home. The tap has great sound quality and Alexa is more useful than I would have thought.,5.0,True,positive,35,1,1
"Must have for people who have an Amazon Prime account and an Echo. Portability and water resistant. Works great by the hot tub or pool, and let's you access the normal Alexis capabilities.",4.0,True,positive,33,1,1
"I understood it did not have the wake command. But it would be better if it had it.Other than that, everything is wonderful with this speaker! Really convenient to be able to listen to my podcasts without messing with my phone or apps, just ask Alexa and she plays the most recent episode!",4.0,True,positive,53,1,1
Could not get it to work properly. I put the app on my phone and my computer. I reached out for help. They responded and it still didn't work. I finally got frustrated and returned it.,1.0,False,negative,36,-1,0
"I HAVE BOTH THE ECHO AND THE TAP, THEY ARE SPECTACULAR",5.0,True,positive,11,1,1
I love my tap. It sounds great and is so easy to use.,5.0,True,positive,13,1,1
The only thing we don't like is that it had to stay plugged in to work.,4.0,False,positive,16,1,0
"I bought it for my husband for a gift but I use it as much as he does. Perfect size, good sound quality overall great product.",4.0,True,positive,26,1,1
I love my new toy. Alexa is my personal girl Friday. She understands what I want and retrieves it. Easy to set up and use.,5.0,True,positive,25,1,1
Having to press to talk steals the real thunder of what the amazon echo can do.,3.0,False,neutral,16,0,0
"Good price, travels well, has a lot of good features, compact, user friendly.",4.0,True,positive,13,1,1
The sound out of this little cylinder is incredible.,5.0,True,positive,9,1,1
Went with the portable unit for travel. Easy access and portability.,4.0,True,positive,11,1,1
"other than not being voice activated like the Echo, it's just as good if not better",5.0,True,positive,16,1,1
Great little device easy to connect to bluetoothDecent sound,5.0,True,positive,9,1,1
"I( read the reviews and even listened to this in store. But much to my chagrin, at high volume, this will not cut it. The portability is great!",4.0,True,positive,28,1,1
"I love my Amazon Tap. I was in the market for a portable speaker and I saw these one on sale so I decided to pick it up. I only wanted it for a Bluetooth speaker, but Alexa is amazing I use it everyday. Alexa was a huge plus.",5.0,True,positive,49,1,1
Is it operate my wife loves it my granddaughter knows how to operate a good sounding Bluetooth speaker great freedom it even tells knock knock jokes in makes my granddaughter crack up that makes it worth every penny I paid useful to recommend to anybody,5.0,True,positive,45,1,1
"I love my Echo Tap! I have my own personal alarm, informs me on today's weather forcast and local events. Great purchase.",5.0,True,positive,22,1,1
"The Tap is essentially a smaller version of the Echo that has Alexa capability like Echo does, but also doubles as a portable Bluetooth speaker. You do need to tap it to ask Alexa to do anything, but otherwise it works the same as Echo. I prefer the Echo, but the Tap is great for college students and those who just want to supplement their Echo.",4.0,True,positive,66,1,1
I really enjoy it love the sound and it's really easy,5.0,True,positive,11,1,1
"If you like the Amazon Echo and want it to be portable, this is the solution. The stereo speaker sounds good for how small it is. The built in Alexa functionality makes it a better choice than other similar sized (and priced) portable speakers.",4.0,True,positive,44,1,1
Great companion if you already have an echo and need something on the go. Love that this stream and plays Prime music. Battery life could be a little better and sound is good for speaker this size but not the best.,4.0,True,positive,41,1,1
"I bring it when hanging out outside, exercising, doing housework anywhere my echo won't hear me",5.0,True,positive,16,1,1
"It's 85% as good as an Echo... Great sound, nice and loud, but... But the button. That button!!I would give this 5 stars and buy more of them, IF it was always listening while plugged in. Other than that, it does everything an Echo does, it's smaller, and (due to the battery) portable. I like it - I do. But it's not as useful as the Echo in the situation I use it the most.",4.0,True,positive,75,1,1
I really liked this tablet. Got it for my nephew who just turned 4. Has many built in kid rated apps which keeps him entertained. The bumper is a bonus in case he drops it too. What I also like is that it had another mode to switch to in case an adult wanted to use it too.,4.0,True,positive,58,1,1
It works as describe on the box. I didn't research a lot but I did read about it a little.,5.0,True,positive,20,1,1
This speaker has some kick. The sound quality is great that this little speaker is able to put out,5.0,True,positive,19,1,1
"I was debating whether to get the stationary Alexa device or the Tap and decided on portability. It's been fun figuring out how to phrase requests but with a little trial and error we're on a roll. I use it for play lists at work, alarm clock announcement by Dan Marino and news briefs. It's surprisingly sturdy but wish it was waterproof so I could take it with me while fishing.",5.0,True,positive,71,1,1
"It has sleep timer capability alarm I use it at work, or use it at home while I'm in the shower and I'll bring it to Friends houses and we use Alexa to gain information or just have fun. quality a 9 its loud too.",5.0,True,positive,45,1,1
I love this .. Great extra for my amazon echo .. Does everything it does but it's cordless .. Keeps charge for many days .. Push button to activate .. Wireless speaker also out of wifi .. Really cool !!,5.0,True,positive,40,1,1
"I have grown very accustomed to having Alexa around. There are new skills added on a very regular basis. I really enjoy just pressing a button and asking for a song/radio station/podcast to be played. I also enjoy having books read to me, since I'm not much of a reader. The setup was super simple, so simple that I wasn't sure that I was all ready to go with such minimal effort. The battery life is very long and the speaker suits me just fine. I feel that there is a bright future for the Tap and I am going to enjoy trying more things that this gadget has to offer. I'm not sure I ""needed"" this item, but I can't imagine not having it around now. So pleased with this purchase.",5.0,True,positive,132,1,1
This speaker is great for the price. I love how the speaker is 360 degrees so you get the same sound in any part of the room.,5.0,True,positive,27,1,1
"I bought this after I bought the Amazon Echo. This was actually an impulse buy. I saw it and bought it not reading any reviews on it, because I enjoyed the echo so much. It does everything the Echo does, but the sound quality is not great. When you're playing at middle volume, it's ok. The lows are there but doesn't sound good. I'm guessing I'm comparing it with the Bose mini soundlink. When you set the volume high, the bass is almost non-existent. The mids and highs are loud with the louder volume. Another difference is that with tap, you have to press the mic button to start saying commands where as with the echo, you can just say the wake up word and it will start listening to your commands. I do like the fact that it's portable. Because of that, I'm on edge of returning it and holding off until maybe another model comes out with better bass.",4.0,True,positive,161,1,1
So i was looking for a bluetooth speaker for my part time job. A guy i work with at bestbuy showed me his amazon tap speaker and it was awesome! I loved u can hook it up via wifi and stream music and such. Its portable its got clean and crisp sound. It also can leave the phone i had my phone placed upstairs and i was in the basement with the speaker and it was still connected. Its very easy to use i have no complants about this speaker at all,5.0,True,positive,92,1,1
Works great to control Alexa when she understands you and has good battery life but sound lacks bass except at low volumes. gets very loud at least. Easily connects to Bluetooth.,4.0,True,positive,31,1,1
"Wife loves it! Great sound, great technology! Compact and durable.",5.0,True,positive,10,1,1
"This is my second Echo purchase. My first was the original Echo for my home and the automation feature aside. The sound is excellent, Alexa's response is better than any digital assistant to date, and the ready access to Prime is convenient. This is all of that and portable and rechargeable as well. Additionally the inclusion of Bluetooth and a headphone jack is amazing.",5.0,True,positive,64,1,1
This is not like the Amazon Echo however this speaker is loud and sounds good...but you will lose bass if it's at max volume (not recommended if you like bass),5.0,True,positive,30,1,1
"This is a great buy for music, news and any kind of information you want.",5.0,True,positive,15,1,1
"Purchased this as a gift for a teenage kid as a graduation present. Very pleased with the purchase. The kids love it. Small size, but good speakers. Perfect for the college dorms where he is scheduled to go in a couple of months. Love how the device connects to the cloud and keeps itself updated.",5.0,True,positive,55,1,1
This is a great product I would highly recommend getting it,5.0,True,positive,11,1,1
"I have the Echo and a Dot and now the Tap, too. My only issue with the Tap is that I got it after the Echo. This means that by the time I got the Tab, I was already used to just calling out commands or questions to my Echo. Of course with the Tap you have to physically get up and touch the Tap. I think if I had first started out with the Tap and having to touch it, it wouldn't be so difficult now for me remember to tap the Tap. But it is a habit to just call out now. So I wish I'd gotten the Tap first and then had graduated to the Echo. Try the Tap first. You might decide you don't even need an Echo. You definitely won't be disappointed !!",5.0,True,positive,138,1,1
Works as well as the Echo and now has a skill that can enable it to be voice activated rather than having to tap it. Battery charge lasts a long time and sound quality is good. Easy to move around in and out of the house. Will work anywhere you have WIFI. If you have the tap you may not have a need to invest in the more expensive Echo.,5.0,True,positive,70,1,1
I've enjoyed using the features Alexa app and like the portability that this unit offers. The sound quality is good.,4.0,True,positive,20,1,1
Use is all the time. Backyard favorite. Great by the fire.,5.0,True,positive,11,1,1
There's a lot of features and we are just getting started with Tap. Glad we made the purchase!,5.0,True,positive,18,1,1
We are unable to connect WIFI on this product. We have tried to follow the instructions to no avail. It is a useless and expensive item sitting on our table.,1.0,False,negative,30,-1,0
"I only purchased this because I loved the sound quality. Alexa is just a added bonus personally as I rarely hit the ""tap"" button to ask her anything. The few times I asked her questions, she hasn't disappointed. EXTRA: Now what would make this device amazing is if Alexa was able to connect to my Apple Music playlist! If only...",5.0,True,positive,60,1,1
Love it I bought it for my mother and father she is easy for them to use and they are in there 70s,5.0,True,positive,23,1,1
"Using it in the kitchen mainly. It has good sound, works excellent as a cooking timer. Also alarm for certain events thruout the day. Nice music source.",4.0,True,positive,27,1,1
I HAVE PUT THE DOT IN THE BEDROOM WHERE MY ECHO IS IN THE LIVING AREA. MY FAMILY USES HER FOR EVERYTHING. ENJOY EVERYTHING ABOUT THE ECHO / DOT.,5.0,True,positive,29,1,1
"We love this speaker for listening to music, the weather, news, or just anything. It is super portable and even has a hands-free option so it is really like a mini Echo!",5.0,True,positive,32,1,1
"The Tap is a great portable speaker with fantastic sound. If you press a button then you can connect to Amazon Alexa and she can play your music, answer questions, etc. Downgraded one star because there is supposed to be a hands free option for Alexa but I haven't been able to get it to work. Still great to be able to take this around the house vs Echo which is tied to the plug.",4.0,True,positive,75,1,1
Once the tap was able to be activated by voice I started to have some interest. Having said that I notice I do use the 'Tap' button when I have it in my hand. We use it mostly outside and by our hot tub. Took is on vacation this last week and use it at the beach using cell phone as an access point.,5.0,True,positive,64,1,1
"Now that you don't have to actually tap it to get the full function out of it, its great. Have the original Echo, and the Dot also. Wish I had only bought two of these, the charge is great and we take it wherever we want to go.",5.0,True,positive,48,1,1
I have an Amazon Echo and an Amazon Dot. Love the functionality. Decent sound for what they are. I just wanted something portable for outside.,5.0,True,positive,25,1,1
"Great speaker, able to move around, connect to iPad when watching movies. Love it!",5.0,True,positive,14,1,1
My 8 yr old daughter loves her Tap. She uses it for HW and play. Never a dual moment when she is learning something new from her Tap.,5.0,True,positive,28,1,1
The Amazon tap I like other then I wish you could just say her name and she would respond. Sounds great when playing music,5.0,True,positive,24,1,1
For its size this is a pretty well made product that produces great sound and I love the portability.,4.0,True,positive,19,1,1
Love it ... need to get some smart appliances! I also got the Echo dot - wish I got these items sooner,5.0,True,positive,22,1,1
This has all the benefits of the Echo for a slightly better price. I also love the portability.,5.0,True,positive,18,1,1
"For the price, you should be able to use as a speaker when talking on the phone. I had to use my daughter's Beats Pill for this function, therefore it's not worth all the hype.",2.0,False,negative,35,-1,0
This review can not be valid due to the device did not work for me. I would put it down. Just upgraded to the ECHO instead of the tap.,1.0,False,negative,29,-1,0
"Anyone needing a compact and easily mobile speaker should look at this. The sound quality is excellent, it is easy to sync via Bluetooth and gives you the ability to stream music when connected to wifi. Great product for the price and perfect for the office.",5.0,True,positive,46,1,1
This speaker is great and not only is it a speaker but it's got the Alexa application!,5.0,True,positive,17,1,1
I am in love with the Alexa Tap. This is a great portable speaker and now that the added function of being able to talk to it without manually pushing the button sets this apart from the rest. I would recommend to all.,5.0,True,positive,43,1,1
Bought it for Father's Day and my dad and mom love it!,5.0,True,positive,12,1,1
"I bought this about a month ago and I really like it. The best part is light in weight, sound is very good for small gathering like on the deck or camping and it comes with Batterey charger. The voice command activation is so great to have and listen all my music plus worldwide radios from TuneIn.",5.0,True,positive,57,1,1
I like the portability of the tap and the sound is nice. You can set it up to either push the microphone button to activate it or you can set it up like the echo where you just say Alexa.,4.0,True,positive,40,1,1
I would recommend this to anyone who enjoys amazon. Excellent value.,5.0,True,positive,11,1,1
"The tap has pretty good sound for a speaker this size. I also have an Amazon Dot, but would recommend you pay the extra cost and get the Tap to enjoy the better sound. It's worth it.",5.0,True,positive,37,1,1
My teenager loves this and uses it daily. We've also took it places with us and the sound is great.,5.0,True,positive,20,1,1
Love that you can take this anywhere and hook up to my Bluetooth. Great sound quality.,5.0,True,positive,16,1,1
I have the Echo and bought this one for the bedroom. Great alarm clock.,5.0,True,positive,14,1,1
This is a good alternative to the amazon echo. I like that supposedly it's not listening all the time and you have to hit the button to talk to Alexa but at the same time you have to hit the button to talk to Alexa.,4.0,True,positive,45,1,1
"Works great but wants you to buy subscription to get some music you may like, just found out it supports dish network",4.0,True,positive,22,1,1
"excellent gift, ok sound, great portability, would buy again",4.0,True,positive,9,1,1
Enjoying my Amazon Tap portable Bluetooth and Wi-F Speaker. It's everything I thought it would be an MORE!,5.0,True,positive,18,1,1
Bought this for our 7 and 5 year old. They love to play music and ask questions about science. Lots of fun!,5.0,True,positive,22,1,1
We bought this product to compliment our other amazon product for its portability.,5.0,True,positive,13,1,1
"I have several echo dots around my home, but this makes it easier for me to carry into a room that doesn't have one and control things around the house, listen to the news or music. It holds a great charge.",4.0,True,positive,41,1,1
